,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
775,993037,have proxy issue unable connect network,Having proxy issue unable to connect to the network,unable connect,proxy issue unable,laptop battery issue need,
776,1008507,hdc device not reachable,HDC Devices are not reachable.,not reachable,device not reachable,laptop battery issue log,
777,998900,hdc high latency,HDC High Latency,high latency,hdc high latency,laptop battery prompt pop,
778,1002300,hdc internet traffic shift primary secondary,HDC Internet traffic shifting from primary to secondary,primary secondary,traffic shift primary,laptop battery need replace,
779,834229,hdc location traffic shift primary secondary link,HDC Location traffic shifting from primary to secondary link.,primary secondary,traffic shift primary,laptop battery need replace,
780,18396,hdc packet shaper shaping issue,HDC Packet Shaper SHAPING ISSUE/,packet shaper,hdc packet shaper,laptop cahrger lose case,
781,758256,hdc ps report,HDC PS O365 report,ps report,hdc ps report,port issue network signal,
782,492980,hdc ps report,HDC PS reports,ps report,hdc ps report,laptop can not able,
783,1005015,hdc slowness,HDC Schneider_Electric-S2S slowness,hdc slowness,No Pattern,laptop charger adaptor problem,
784,889021,hdc secondary airtel link kindly check date status,HDC Secondary Airtel link Down kindly check and up date the status.,kindly check,secondary airtel link,charger get not work,
785,1046771,hdc switch not reachable,HDC Switch not reachable,not reachable,switch not reachable,laptop charger not work,
786,897805,hdccimsec,HDC4-C3750-IM-SEC - 203.91.220.156,No Pattern,No Pattern,laptop datum card instllation,
787,469904,hdccimsec,HDC4-C3750-IM-SEC - GigabitEthernet1/0/3,No Pattern,No Pattern,have multiple issue not,
788,530722,hdctclsh run int build configuration current configuration byt interface description uplinktotflact switchport switchport trunk encapsulation dotq switchport trunk nati,HDC4-T5-C6509-L3#sh run int GigabitEthernet1/8 Building configuration...   Current configuration : 211 bytes ! interface GigabitEthernet1/8 description ***Uplink-to-T5-2F-L2-Act*** switchport switchport trunk encapsulation dot1q switchport trunk nati,build configuration,current configuration byt,laptop hdd door replacement,
789,881877,hdd error,HDD Error  - +14258293720,hdd error,No Pattern,get blue screen error,
790,679732,hdd issue,hdd issue,hdd issue,No Pattern,laptop not boot help,
791,483650,hdd issue,hdd issue,hdd issue,No Pattern,laptop reimag need configuration,
792,1112577,hdd issue,HDD ISSUE,hdd issue,No Pattern,work slow yesterday night,
793,1036987,hdd issue,hdd issue,hdd issue,No Pattern,keypad issue user jammu,
794,963180,hdd issue,hdd issue,hdd issue,No Pattern,local account lockout issue,
795,19661,hdd issue,HDD ISSUE,hdd issue,No Pattern,card port not work,
796,818867,hdd issue,hdd issue,hdd issue,No Pattern,laptop need fix da,
797,586229,hdd issue,HDD ISSUE,hdd issue,No Pattern,laptop need update wifi,
798,640115,hdd problem,HDD Problem,hdd problem,No Pattern,laptop need configured policy,
799,1050545,hdd problem,HDD Problem,hdd problem,No Pattern,not boot standby laptop,
800,911895,hdd problem,HDD Problem,hdd problem,No Pattern,power fedex label share,
801,924397,hdd problem,HDD Problem,hdd problem,No Pattern,adam goodall peel park,
802,1031759,hdd recovery,hdd recovery,hdd recovery,No Pattern,laptop request new model,
803,948483,hdd recovery,HDD RECOVERY,hdd recovery,No Pattern,laptop take time boot,
804,911921,hdd recovery,hdd recovery,hdd recovery,No Pattern,lcd battery need replace,
805,902261,hdd recovery,hdd recovery,hdd recovery,No Pattern,No Pattern,
806,703924,hdd replacement,HDD REPLACEMENT,hdd replacement,No Pattern,ip ts destination ip,
807,799730,log assetecscsecl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::EC4-S2-C6506-SEC-L3,log assetecscsecl,No Pattern,lenovo adaptor lose want,
808,947633,log assetecscsecl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::EC4-S2-C6506-SEC-L3,log assetecscsecl,No Pattern,lenovo helix laptop fan,
809,560162,log assethdcsfl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::HDC5-S8-3F-L2,log assethdcsfl,No Pattern,shanghai odc network setup,
810,1047211,hello,"Hello,",No Pattern,No Pattern,license get expire change,
811,1047222,help otp,Helped to get otp,help otp,No Pattern,license get expire change,
812,1034674,help otp,Helped to get otp,help otp,No Pattern,license get expire change,
813,1034551,help user account unlock,helped user for account unlock,help user,help user account,license get expire change,
814,1076943,help user account unlock,helped user for account unlock,help user,help user account,license get expire change,
815,1160896,help user frequent account,helped user for frequent account,help user,help user frequent,license get expire change,
816,887227,help user otp registration,helped user for OTP registration,help user,help user otp,license get expire change,
817,705772,help user otp registration,Helped user for OTP Registration,help user,help user otp,license get expire change,
818,706123,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
819,757761,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
820,827367,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
821,21206,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
822,17836,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
823,17837,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
824,17835,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
825,17838,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
826,696085,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
827,19120,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
828,21188,help user otp registration,Helped user for OTP Registration,help user,help user otp,license get expire change,
829,21189,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
830,935350,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
831,21209,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
832,17839,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
833,21205,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
834,21199,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
835,21198,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
836,1125777,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
837,1170319,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
838,1035221,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
839,703166,help user otp registration,helped user for otp registration,help user,help user otp,license get expire change,
840,823160,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
841,1003717,help user otp registration,Helped user for OTP registration,help user,help user otp,license get expire change,
